facility_id,facility_name,facility_type,district,state,bed_count,data_source
F00991,PHC Agra #102,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F00992,PHC Agra #103,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F00993,PHC Agra #104,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F00994,PHC Agra #105,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F00995,PHC Agra #106,PHC,Agra,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F00996,PHC Agra #107,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F00997,PHC Agra #108,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F00998,PHC Agra #109,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F00999,PHC Agra #110,PHC,Agra,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01000,PHC Agra #111,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01001,PHC Agra #112,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01002,PHC Agra #113,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01003,PHC Agra #114,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01004,PHC Agra #115,PHC,Agra,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01005,PHC Agra #116,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01006,PHC Agra #117,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01007,PHC Agra #118,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01008,PHC Agra #119,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01009,PHC Agra #120,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01010,PHC Agra #121,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01011,PHC Agra #122,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01012,PHC Agra #123,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01013,PHC Agra #124,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01014,PHC Agra #125,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01015,PHC Agra #126,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01016,PHC Agra #127,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01017,PHC Agra #128,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01018,PHC Agra #129,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01019,PHC Agra #130,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01020,PHC Agra #131,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01021,PHC Agra #132,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01022,PHC Agra #133,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01023,PHC Agra #134,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01024,PHC Agra #135,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01025,PHC Agra #136,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01026,PHC Agra #137,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01027,PHC Agra #138,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01028,PHC Agra #139,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01029,PHC Agra #140,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01030,PHC Agra #141,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01031,PHC Agra #142,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01032,PHC Agra #143,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01033,PHC Agra #144,PHC,Agra,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01034,PHC Agra #145,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01035,PHC Agra #146,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01036,PHC Agra #147,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01037,PHC Agra #148,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01038,PHC Agra #149,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01039,PHC Agra #150,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01040,PHC Agra #151,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01041,PHC Agra #152,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01042,PHC Agra #153,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01043,PHC Agra #154,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01044,PHC Agra #155,PHC,Agra,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01045,PHC Agra #156,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01046,PHC Agra #157,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01047,PHC Agra #158,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01048,PHC Agra #159,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01049,PHC Agra #160,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01050,PHC Agra #161,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01051,PHC Agra #162,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01052,PHC Agra #163,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01053,PHC Agra #164,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01054,PHC Agra #165,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01055,PHC Agra #166,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01056,PHC Agra #167,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01057,PHC Agra #168,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01058,PHC Agra #169,PHC,Agra,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01059,PHC Agra #170,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01060,PHC Agra #171,PHC,Agra,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01061,PHC Agra #172,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01062,PHC Agra #173,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01063,PHC Agra #174,PHC,Agra,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01064,PHC Agra #175,PHC,Agra,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01065,PHC Agra #176,PHC,Agra,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01066,PHC Agra #177,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01067,PHC Agra #178,PHC,Agra,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01068,PHC Agra #179,PHC,Agra,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01069,PHC Agra #180,PHC,Agra,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01070,CHC Agra #1,CHC,Agra,Uttar Pradesh,27,real_state_totals_synthetic_district_distribution
F01071,CHC Agra #2,CHC,Agra,Uttar Pradesh,42,real_state_totals_synthetic_district_distribution
F01072,CHC Agra #3,CHC,Agra,Uttar Pradesh,35,real_state_totals_synthetic_district_distribution
F01073,CHC Agra #4,CHC,Agra,Uttar Pradesh,40,real_state_totals_synthetic_district_distribution
F01074,CHC Agra #5,CHC,Agra,Uttar Pradesh,42,real_state_totals_synthetic_district_distribution
F01075,CHC Agra #6,CHC,Agra,Uttar Pradesh,35,real_state_totals_synthetic_district_distribution
F01076,CHC Agra #7,CHC,Agra,Uttar Pradesh,34,real_state_totals_synthetic_district_distribution
F01077,CHC Agra #8,CHC,Agra,Uttar Pradesh,45,real_state_totals_synthetic_district_distribution
F01078,CHC Agra #9,CHC,Agra,Uttar Pradesh,20,real_state_totals_synthetic_district_distribution
F01079,CHC Agra #10,CHC,Agra,Uttar Pradesh,22,real_state_totals_synthetic_district_distribution
F01080,CHC Agra #11,CHC,Agra,Uttar Pradesh,29,real_state_totals_synthetic_district_distribution
F01081,CHC Agra #12,CHC,Agra,Uttar Pradesh,27,real_state_totals_synthetic_district_distribution
F01082,CHC Agra #13,CHC,Agra,Uttar Pradesh,32,real_state_totals_synthetic_district_distribution
F01083,CHC Agra #14,CHC,Agra,Uttar Pradesh,42,real_state_totals_synthetic_district_distribution
F01084,CHC Agra #15,CHC,Agra,Uttar Pradesh,27,real_state_totals_synthetic_district_distribution
F01085,CHC Agra #16,CHC,Agra,Uttar Pradesh,29,real_state_totals_synthetic_district_distribution
F01086,CHC Agra #17,CHC,Agra,Uttar Pradesh,41,real_state_totals_synthetic_district_distribution
F01087,CHC Agra #18,CHC,Agra,Uttar Pradesh,38,real_state_totals_synthetic_district_distribution
F01088,CHC Agra #19,CHC,Agra,Uttar Pradesh,31,real_state_totals_synthetic_district_distribution
F01089,CHC Agra #20,CHC,Agra,Uttar Pradesh,35,real_state_totals_synthetic_district_distribution
F01090,CHC Agra #21,CHC,Agra,Uttar Pradesh,37,real_state_totals_synthetic_district_distribution
F01091,CHC Agra #22,CHC,Agra,Uttar Pradesh,36,real_state_totals_synthetic_district_distribution
F01092,CHC Agra #23,CHC,Agra,Uttar Pradesh,31,real_state_totals_synthetic_district_distribution
F01093,CHC Agra #24,CHC,Agra,Uttar Pradesh,33,real_state_totals_synthetic_district_distribution
F01094,CHC Agra #25,CHC,Agra,Uttar Pradesh,43,real_state_totals_synthetic_district_distribution
F01095,CHC Agra #26,CHC,Agra,Uttar Pradesh,37,real_state_totals_synthetic_district_distribution
F01096,CHC Agra #27,CHC,Agra,Uttar Pradesh,30,real_state_totals_synthetic_district_distribution
F01097,CHC Agra #28,CHC,Agra,Uttar Pradesh,31,real_state_totals_synthetic_district_distribution
F01098,CHC Agra #29,CHC,Agra,Uttar Pradesh,42,real_state_totals_synthetic_district_distribution
F01099,CHC Agra #30,CHC,Agra,Uttar Pradesh,34,real_state_totals_synthetic_district_distribution
F01100,District Hospital Agra #1,District Hospital,Agra,Uttar Pradesh,169,real_state_totals_synthetic_district_distribution
F01101,District Hospital Agra #2,District Hospital,Agra,Uttar Pradesh,178,real_state_totals_synthetic_district_distribution
F01102,District Hospital Agra #3,District Hospital,Agra,Uttar Pradesh,164,real_state_totals_synthetic_district_distribution
F01103,District Hospital Agra #4,District Hospital,Agra,Uttar Pradesh,159,real_state_totals_synthetic_district_distribution
F01104,District Hospital Agra #5,District Hospital,Agra,Uttar Pradesh,130,real_state_totals_synthetic_district_distribution
F01105,District Hospital Agra #6,District Hospital,Agra,Uttar Pradesh,284,real_state_totals_synthetic_district_distribution
F01106,District Hospital Agra #7,District Hospital,Agra,Uttar Pradesh,149,real_state_totals_synthetic_district_distribution
F01107,District Hospital Agra #8,District Hospital,Agra,Uttar Pradesh,180,real_state_totals_synthetic_district_distribution
F01108,District Hospital Agra #9,District Hospital,Agra,Uttar Pradesh,130,real_state_totals_synthetic_district_distribution
F01109,PHC Azamgarh #1,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01110,PHC Azamgarh #2,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01111,PHC Azamgarh #3,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01112,PHC Azamgarh #4,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01113,PHC Azamgarh #5,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01114,PHC Azamgarh #6,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01115,PHC Azamgarh #7,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01116,PHC Azamgarh #8,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01117,PHC Azamgarh #9,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01118,PHC Azamgarh #10,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01119,PHC Azamgarh #11,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01120,PHC Azamgarh #12,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01121,PHC Azamgarh #13,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01122,PHC Azamgarh #14,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01123,PHC Azamgarh #15,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01124,PHC Azamgarh #16,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01125,PHC Azamgarh #17,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01126,PHC Azamgarh #18,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01127,PHC Azamgarh #19,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01128,PHC Azamgarh #20,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01129,PHC Azamgarh #21,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01130,PHC Azamgarh #22,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01131,PHC Azamgarh #23,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01132,PHC Azamgarh #24,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01133,PHC Azamgarh #25,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01134,PHC Azamgarh #26,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01135,PHC Azamgarh #27,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01136,PHC Azamgarh #28,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01137,PHC Azamgarh #29,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01138,PHC Azamgarh #30,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01139,PHC Azamgarh #31,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01140,PHC Azamgarh #32,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01141,PHC Azamgarh #33,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01142,PHC Azamgarh #34,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01143,PHC Azamgarh #35,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01144,PHC Azamgarh #36,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01145,PHC Azamgarh #37,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01146,PHC Azamgarh #38,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01147,PHC Azamgarh #39,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01148,PHC Azamgarh #40,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01149,PHC Azamgarh #41,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01150,PHC Azamgarh #42,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01151,PHC Azamgarh #43,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01152,PHC Azamgarh #44,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01153,PHC Azamgarh #45,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01154,PHC Azamgarh #46,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01155,PHC Azamgarh #47,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01156,PHC Azamgarh #48,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01157,PHC Azamgarh #49,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01158,PHC Azamgarh #50,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01159,PHC Azamgarh #51,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01160,PHC Azamgarh #52,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01161,PHC Azamgarh #53,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01162,PHC Azamgarh #54,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01163,PHC Azamgarh #55,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01164,PHC Azamgarh #56,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01165,PHC Azamgarh #57,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01166,PHC Azamgarh #58,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01167,PHC Azamgarh #59,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01168,PHC Azamgarh #60,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01169,PHC Azamgarh #61,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01170,PHC Azamgarh #62,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01171,PHC Azamgarh #63,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01172,PHC Azamgarh #64,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01173,PHC Azamgarh #65,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01174,PHC Azamgarh #66,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01175,PHC Azamgarh #67,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01176,PHC Azamgarh #68,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01177,PHC Azamgarh #69,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01178,PHC Azamgarh #70,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01179,PHC Azamgarh #71,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01180,PHC Azamgarh #72,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01181,PHC Azamgarh #73,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01182,PHC Azamgarh #74,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01183,PHC Azamgarh #75,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01184,PHC Azamgarh #76,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01185,PHC Azamgarh #77,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01186,PHC Azamgarh #78,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01187,PHC Azamgarh #79,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01188,PHC Azamgarh #80,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01189,PHC Azamgarh #81,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01190,PHC Azamgarh #82,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01191,PHC Azamgarh #83,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01192,PHC Azamgarh #84,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01193,PHC Azamgarh #85,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01194,PHC Azamgarh #86,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01195,PHC Azamgarh #87,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01196,PHC Azamgarh #88,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01197,PHC Azamgarh #89,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01198,PHC Azamgarh #90,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01199,PHC Azamgarh #91,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01200,PHC Azamgarh #92,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01201,PHC Azamgarh #93,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01202,PHC Azamgarh #94,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01203,PHC Azamgarh #95,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01204,PHC Azamgarh #96,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01205,PHC Azamgarh #97,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01206,PHC Azamgarh #98,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01207,PHC Azamgarh #99,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01208,PHC Azamgarh #100,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01209,PHC Azamgarh #101,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01210,PHC Azamgarh #102,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01211,PHC Azamgarh #103,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01212,PHC Azamgarh #104,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01213,PHC Azamgarh #105,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01214,PHC Azamgarh #106,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01215,PHC Azamgarh #107,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01216,PHC Azamgarh #108,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01217,PHC Azamgarh #109,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01218,PHC Azamgarh #110,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01219,PHC Azamgarh #111,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01220,PHC Azamgarh #112,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01221,PHC Azamgarh #113,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01222,PHC Azamgarh #114,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01223,PHC Azamgarh #115,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01224,PHC Azamgarh #116,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01225,PHC Azamgarh #117,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01226,PHC Azamgarh #118,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01227,PHC Azamgarh #119,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01228,PHC Azamgarh #120,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01229,PHC Azamgarh #121,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01230,PHC Azamgarh #122,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01231,PHC Azamgarh #123,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01232,PHC Azamgarh #124,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01233,PHC Azamgarh #125,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01234,PHC Azamgarh #126,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01235,PHC Azamgarh #127,PHC,Azamgarh,Uttar Pradesh,6,real_state_totals_synthetic_district_distribution
F01236,PHC Azamgarh #128,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01237,PHC Azamgarh #129,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01238,PHC Azamgarh #130,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01239,PHC Azamgarh #131,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01240,PHC Azamgarh #132,PHC,Azamgarh,Uttar Pradesh,9,real_state_totals_synthetic_district_distribution
F01241,PHC Azamgarh #133,PHC,Azamgarh,Uttar Pradesh,10,real_state_totals_synthetic_district_distribution
F01242,PHC Azamgarh #134,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
F01243,PHC Azamgarh #135,PHC,Azamgarh,Uttar Pradesh,7,real_state_totals_synthetic_district_distribution
F01244,PHC Azamgarh #136,PHC,Azamgarh,Uttar Pradesh,4,real_state_totals_synthetic_district_distribution
F01245,PHC Azamgarh #137,PHC,Azamgarh,Uttar Pradesh,8,real_state_totals_synthetic_district_distribution
F01246,PHC Azamgarh #138,PHC,Azamgarh,Uttar Pradesh,5,real_state_totals_synthetic_district_distribution
