facility_id,medicine_name,current_quantity,reorder_threshold,stock_status,stock_profile_assigned,data_source
F01291,Ciprofloxacin,22,20,Healthy,Low,simulated_no_public_realtime_data_available
F01291,Metronidazole,16,20,Low,Low,simulated_no_public_realtime_data_available
F01291,Oral Rehydration Salts (ORS),12,20,Low,Low,simulated_no_public_realtime_data_available
F01291,Zinc Sulphate,19,20,Low,Low,simulated_no_public_realtime_data_available
F01291,Folic Acid,18,20,Low,Low,simulated_no_public_realtime_data_available
F01291,Iron + Folic Acid,17,20,Low,Low,simulated_no_public_realtime_data_available
F01291,Chlorpheniramine,17,20,Low,Low,simulated_no_public_realtime_data_available
F01291,Povidone Iodine,20,20,Healthy,Low,simulated_no_public_realtime_data_available
F01291,Normal Saline (0.9% NaCl),18,20,Low,Low,simulated_no_public_realtime_data_available
F01292,Paracetamol,96,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Ibuprofen,63,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Amoxicillin,76,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Ciprofloxacin,63,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Metronidazole,92,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Oral Rehydration Salts (ORS),90,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Zinc Sulphate,67,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Folic Acid,83,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Iron + Folic Acid,68,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Chlorpheniramine,61,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Povidone Iodine,98,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01292,Normal Saline (0.9% NaCl),68,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F01293,Paracetamol,22,20,Healthy,Low,simulated_no_public_realtime_data_available
F01293,Ibuprofen,21,20,Healthy,Low,simulated_no_public_realtime_data_available
F01293,Amoxicillin,11,20,Low,Low,simulated_no_public_realtime_data_available
F01293,Ciprofloxacin,19,20,Low,Low,simulated_no_public_realtime_data_available
F01293,Metronidazole,16,20,Low,Low,simulated_no_public_realtime_data_available
F01293,Oral Rehydration Salts (ORS),21,20,Healthy,Low,simulated_no_public_realtime_data_available
F01293,Zinc Sulphate,12,20,Low,Low,simulated_no_public_realtime_data_available
F01293,Folic Acid,13,20,Low,Low,simulated_no_public_realtime_data_available
F01293,Iron + Folic Acid,14,20,Low,Low,simulated_no_public_realtime_data_available
F01293,Chlorpheniramine,20,20,Healthy,Low,simulated_no_public_realtime_data_available
F01293,Povidone Iodine,12,20,Low,Low,simulated_no_public_realtime_data_available
F01293,Normal Saline (0.9% NaCl),11,20,Low,Low,simulated_no_public_realtime_data_available
F01294,Paracetamol,12,12,Healthy,Low,simulated_no_public_realtime_data_available
F01294,Ibuprofen,8,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Amoxicillin,8,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Ciprofloxacin,7,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Metronidazole,9,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Oral Rehydration Salts (ORS),8,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Zinc Sulphate,6,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Folic Acid,10,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Iron + Folic Acid,7,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Chlorpheniramine,6,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Povidone Iodine,10,12,Low,Low,simulated_no_public_realtime_data_available
F01294,Normal Saline (0.9% NaCl),8,12,Low,Low,simulated_no_public_realtime_data_available
F01295,Paracetamol,72,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Ibuprofen,51,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Amoxicillin,88,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Ciprofloxacin,45,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Metronidazole,56,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Oral Rehydration Salts (ORS),84,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Zinc Sulphate,69,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Folic Acid,70,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Iron + Folic Acid,74,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Chlorpheniramine,87,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Povidone Iodine,82,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01295,Normal Saline (0.9% NaCl),45,16,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Paracetamol,38,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Ibuprofen,33,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Amoxicillin,23,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Ciprofloxacin,43,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Metronidazole,32,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Oral Rehydration Salts (ORS),37,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Zinc Sulphate,38,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Folic Acid,38,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Iron + Folic Acid,38,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Chlorpheniramine,27,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Povidone Iodine,37,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01296,Normal Saline (0.9% NaCl),41,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Paracetamol,293,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Ibuprofen,474,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Diclofenac,312,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Morphine,267,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Amoxicillin,492,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Ampicillin,221,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Ciprofloxacin,240,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Metronidazole,323,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Azithromycin,432,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Doxycycline,427,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Benzylpenicillin,420,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Gentamicin,221,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Chloroquine,297,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Artemether + Lumefantrine,212,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Quinine,242,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Primaquine,213,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Isoniazid,389,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Rifampicin,311,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Ethambutol,293,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Pyrazinamide,487,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Oral Rehydration Salts (ORS),383,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Zinc Sulphate,310,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Ranitidine,489,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Omeprazole,413,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Insulin (Soluble),307,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Metformin,260,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Glibenclamide,212,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Atenolol,375,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Amlodipine,234,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Enalapril,378,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Furosemide,302,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Aspirin,349,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Atorvastatin,336,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Oxytocin,482,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Magnesium Sulphate,331,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Misoprostol,492,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Folic Acid,211,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Iron + Folic Acid,392,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Calcium Carbonate,293,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,BCG Vaccine,424,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,DPT Vaccine,298,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Measles Vaccine,242,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Oral Polio Vaccine,241,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Hepatitis B Vaccine,441,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Tetanus Toxoid,414,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Chlorpheniramine,484,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Salbutamol,432,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Hydrocortisone,294,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Povidone Iodine,445,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Normal Saline (0.9% NaCl),434,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Ringer's Lactate,335,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01297,Dextrose 5%,327,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Paracetamol,316,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Ibuprofen,467,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Diclofenac,408,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Morphine,315,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Amoxicillin,320,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Ampicillin,458,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Ciprofloxacin,419,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Metronidazole,253,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Azithromycin,469,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Doxycycline,383,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Benzylpenicillin,269,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Gentamicin,488,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Chloroquine,417,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Artemether + Lumefantrine,301,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Quinine,414,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Primaquine,443,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Isoniazid,264,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Rifampicin,337,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Ethambutol,433,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Pyrazinamide,367,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Oral Rehydration Salts (ORS),266,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Zinc Sulphate,211,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Ranitidine,249,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Omeprazole,308,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Insulin (Soluble),290,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Metformin,469,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Glibenclamide,291,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Atenolol,313,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Amlodipine,326,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Enalapril,289,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Furosemide,261,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Aspirin,487,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Atorvastatin,471,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Oxytocin,325,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Magnesium Sulphate,389,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Misoprostol,306,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Folic Acid,447,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Iron + Folic Acid,243,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Calcium Carbonate,481,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,BCG Vaccine,455,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,DPT Vaccine,377,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Measles Vaccine,221,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Oral Polio Vaccine,418,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Hepatitis B Vaccine,457,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Tetanus Toxoid,463,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Chlorpheniramine,408,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Salbutamol,259,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Hydrocortisone,233,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Povidone Iodine,427,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Normal Saline (0.9% NaCl),400,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Ringer's Lactate,296,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01298,Dextrose 5%,214,88,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Paracetamol,257,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Ibuprofen,253,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Diclofenac,145,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Morphine,188,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Amoxicillin,183,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Ampicillin,139,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Ciprofloxacin,279,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Metronidazole,152,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Azithromycin,239,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Doxycycline,275,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Benzylpenicillin,233,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Gentamicin,224,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Chloroquine,149,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Artemether + Lumefantrine,237,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Quinine,248,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Primaquine,148,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Isoniazid,210,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Rifampicin,271,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Ethambutol,227,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Pyrazinamide,268,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Oral Rehydration Salts (ORS),256,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Zinc Sulphate,183,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Ranitidine,258,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Omeprazole,196,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Insulin (Soluble),209,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Metformin,247,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Glibenclamide,165,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Atenolol,124,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Amlodipine,158,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Enalapril,220,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Furosemide,216,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Aspirin,214,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Atorvastatin,222,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Oxytocin,256,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Magnesium Sulphate,218,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Misoprostol,163,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Folic Acid,276,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Iron + Folic Acid,210,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Calcium Carbonate,267,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,BCG Vaccine,144,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,DPT Vaccine,155,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Measles Vaccine,202,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Oral Polio Vaccine,234,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Hepatitis B Vaccine,172,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Tetanus Toxoid,198,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Chlorpheniramine,277,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Salbutamol,249,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Hydrocortisone,271,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Povidone Iodine,264,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Normal Saline (0.9% NaCl),161,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Ringer's Lactate,207,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01299,Dextrose 5%,203,50,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Paracetamol,237,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Ibuprofen,339,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Diclofenac,279,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Morphine,328,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Amoxicillin,330,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Ampicillin,170,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Ciprofloxacin,363,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Metronidazole,281,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Azithromycin,356,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Doxycycline,244,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Benzylpenicillin,202,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Gentamicin,316,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Chloroquine,388,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Artemether + Lumefantrine,323,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Quinine,173,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Primaquine,281,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Isoniazid,236,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Rifampicin,328,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Ethambutol,289,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Pyrazinamide,204,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Oral Rehydration Salts (ORS),363,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Zinc Sulphate,326,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Ranitidine,273,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Omeprazole,276,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Insulin (Soluble),319,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Metformin,245,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Glibenclamide,184,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Atenolol,363,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Amlodipine,280,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Enalapril,314,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Furosemide,326,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Aspirin,269,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Atorvastatin,292,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Oxytocin,173,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Magnesium Sulphate,311,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Misoprostol,168,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Folic Acid,309,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Iron + Folic Acid,368,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Calcium Carbonate,320,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,BCG Vaccine,285,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,DPT Vaccine,246,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Measles Vaccine,343,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Oral Polio Vaccine,342,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Hepatitis B Vaccine,295,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Tetanus Toxoid,233,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Chlorpheniramine,311,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Salbutamol,258,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Hydrocortisone,343,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Povidone Iodine,326,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Normal Saline (0.9% NaCl),385,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Ringer's Lactate,314,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01300,Dextrose 5%,240,70,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Paracetamol,191,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Ibuprofen,302,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Diclofenac,221,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Morphine,377,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Amoxicillin,327,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Ampicillin,377,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Ciprofloxacin,301,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Metronidazole,388,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Azithromycin,249,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Doxycycline,200,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Benzylpenicillin,277,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Gentamicin,290,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Chloroquine,234,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Artemether + Lumefantrine,245,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Quinine,386,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Primaquine,289,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Isoniazid,304,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Rifampicin,333,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Ethambutol,259,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Pyrazinamide,224,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Oral Rehydration Salts (ORS),274,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Zinc Sulphate,359,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Ranitidine,320,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Omeprazole,309,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Insulin (Soluble),378,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Metformin,308,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Glibenclamide,199,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Atenolol,269,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Amlodipine,246,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Enalapril,370,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Furosemide,321,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Aspirin,308,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Atorvastatin,179,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Oxytocin,239,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Magnesium Sulphate,246,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Misoprostol,252,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Folic Acid,174,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Iron + Folic Acid,374,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Calcium Carbonate,326,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,BCG Vaccine,214,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,DPT Vaccine,341,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Measles Vaccine,335,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Oral Polio Vaccine,303,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Hepatitis B Vaccine,378,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Tetanus Toxoid,272,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Chlorpheniramine,396,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Salbutamol,174,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Hydrocortisone,255,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Povidone Iodine,215,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Normal Saline (0.9% NaCl),202,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Ringer's Lactate,385,72,Healthy,Healthy,simulated_no_public_realtime_data_available
F01301,Dextrose 5%,399,72,Healthy,Healthy,simulated_no_public_realtime_data_available
